# PCRE2 conformance known-failures — regenerated by `go run ./cmd/pcre2-bless`.
# Format: <ID>  # <bucket>: <reason>
# Each line is one (pattern, subject) outcome currently failing.
# Removing an ID and re-running the test will require the engine to PASS it.

testinput1:37  # MATCH_MISMATCH: got matched=false, want true
testinput1:3285  # PARSE_ERROR: Parse("(?(?<=foo)bar|cat)"): parse "(?(?<=foo)bar|cat)": syntax error at col 2: unexpected token near "?"
testinput1:3287  # PARSE_ERROR: Parse("(?(?<=foo)bar|cat)"): parse "(?(?<=foo)bar|cat)": syntax error at col 2: unexpected token near "?"
testinput1:3289  # PARSE_ERROR: Parse("(?(?<=foo)bar|cat)"): parse "(?(?<=foo)bar|cat)": syntax error at col 2: unexpected token near "?"
testinput1:3291  # PARSE_ERROR: Parse("(?(?<=foo)bar|cat)"): parse "(?(?<=foo)bar|cat)": syntax error at col 2: unexpected token near "?"
testinput1:3294  # PARSE_ERROR: Parse("(?(?<=foo)bar|cat)"): parse "(?(?<=foo)bar|cat)": syntax error at col 2: unexpected token near "?"
testinput1:3298  # PARSE_ERROR: Parse("(?(?<!foo)cat|bar)"): parse "(?(?<!foo)cat|bar)": syntax error at col 2: unexpected token near "?"
testinput1:3300  # PARSE_ERROR: Parse("(?(?<!foo)cat|bar)"): parse "(?(?<!foo)cat|bar)": syntax error at col 2: unexpected token near "?"
testinput1:3302  # PARSE_ERROR: Parse("(?(?<!foo)cat|bar)"): parse "(?(?<!foo)cat|bar)": syntax error at col 2: unexpected token near "?"
testinput1:3304  # PARSE_ERROR: Parse("(?(?<!foo)cat|bar)"): parse "(?(?<!foo)cat|bar)": syntax error at col 2: unexpected token near "?"
testinput1:3307  # PARSE_ERROR: Parse("(?(?<!foo)cat|bar)"): parse "(?(?<!foo)cat|bar)": syntax error at col 2: unexpected token near "?"
testinput1:3333  # PARSE_ERROR: Parse("^(?(2)a|(1)(2))+$"): parse "^(?(2)a|(1)(2))+$": syntax error at col 3: unexpected token near "?"
testinput1:3337  # PARSE_ERROR: Parse("^(?(2)a|(1)(2))+$"): parse "^(?(2)a|(1)(2))+$": syntax error at col 3: unexpected token near "?"
testinput1:3341  # PARSE_ERROR: Parse("^(?(2)a|(1)(2))+$"): parse "^(?(2)a|(1)(2))+$": syntax error at col 3: unexpected token near "?"
testinput1:3346  # PARSE_ERROR: Parse("^(?(2)a|(1)(2))+$"): parse "^(?(2)a|(1)(2))+$": syntax error at col 3: unexpected token near "?"
testinput1:3350  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3353  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3356  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3359  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3363  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3365  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3367  # PARSE_ERROR: Parse("((?i)blah)\\s+\\1"): parse "((?i)blah)\\s+\\1": syntax error at col 3: unexpected token near "?"
testinput1:3371  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3374  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3377  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3380  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3383  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3386  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3389  # PARSE_ERROR: Parse("((?i)blah)\\s+(?i:\\1)"): parse "((?i)blah)\\s+(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3394  # PARSE_ERROR: Parse("((?i)blah)\\s+(?m)A(?i:\\1)"): parse "((?i)blah)\\s+(?m)A(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3398  # PARSE_ERROR: Parse("((?i)blah)\\s+(?m)A(?i:\\1)"): parse "((?i)blah)\\s+(?m)A(?i:\\1)": syntax error at col 3: unexpected token near "?"
testinput1:3402  # PARSE_ERROR: Parse("(?>a*)*"): parse "(?>a*)*": syntax error at col 2: unexpected token near "?"
testinput1:3404  # PARSE_ERROR: Parse("(?>a*)*"): parse "(?>a*)*": syntax error at col 2: unexpected token near "?"
testinput1:3406  # PARSE_ERROR: Parse("(?>a*)*"): parse "(?>a*)*": syntax error at col 2: unexpected token near "?"
testinput1:3410  # PARSE_ERROR: Parse("(abc|)+"): parse "(abc|)+": syntax error at col 6: unexpected token near ")"
testinput1:3413  # PARSE_ERROR: Parse("(abc|)+"): parse "(abc|)+": syntax error at col 6: unexpected token near ")"
testinput1:3416  # PARSE_ERROR: Parse("(abc|)+"): parse "(abc|)+": syntax error at col 6: unexpected token near ")"
testinput1:3419  # PARSE_ERROR: Parse("(abc|)+"): parse "(abc|)+": syntax error at col 6: unexpected token near ")"
testinput1:3468  # PARSE_ERROR: Parse("([a]*?)*"): parse "([a]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3471  # PARSE_ERROR: Parse("([a]*?)*"): parse "([a]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3476  # PARSE_ERROR: Parse("([ab]*?)*"): parse "([ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3479  # PARSE_ERROR: Parse("([ab]*?)*"): parse "([ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3482  # PARSE_ERROR: Parse("([ab]*?)*"): parse "([ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3485  # PARSE_ERROR: Parse("([ab]*?)*"): parse "([ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3490  # PARSE_ERROR: Parse("([^a]*?)*"): parse "([^a]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3493  # PARSE_ERROR: Parse("([^a]*?)*"): parse "([^a]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3496  # PARSE_ERROR: Parse("([^a]*?)*"): parse "([^a]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3501  # PARSE_ERROR: Parse("([^ab]*?)*"): parse "([^ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3504  # PARSE_ERROR: Parse("([^ab]*?)*"): parse "([^ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3507  # PARSE_ERROR: Parse("([^ab]*?)*"): parse "([^ab]*?)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:3512  # PARSE_ERROR: Parse("(?>a*)*"): parse "(?>a*)*": syntax error at col 2: unexpected token near "?"
testinput1:3514  # PARSE_ERROR: Parse("(?>a*)*"): parse "(?>a*)*": syntax error at col 2: unexpected token near "?"
testinput1:3518  # PARSE_ERROR: Parse("((?>a*))*"): parse "((?>a*))*": syntax error at col 3: unexpected token near "?"
testinput1:3521  # PARSE_ERROR: Parse("((?>a*))*"): parse "((?>a*))*": syntax error at col 3: unexpected token near "?"
testinput1:3526  # PARSE_ERROR: Parse("((?>a*?))*"): parse "((?>a*?))*": syntax error at col 3: unexpected token near "?"
testinput1:3529  # PARSE_ERROR: Parse("((?>a*?))*"): parse "((?>a*?))*": syntax error at col 3: unexpected token near "?"
testinput1:3543  # PARSE_ERROR: Parse("(?<=(foo))bar\\1"): parse "(?<=(foo))bar\\1": syntax error at col 2: unexpected token near "?"
testinput1:3546  # PARSE_ERROR: Parse("(?<=(foo))bar\\1"): parse "(?<=(foo))bar\\1": syntax error at col 2: unexpected token near "?"
testinput1:3550  # PARSE_ERROR: Parse("(?<=(foo))bar\\1"): parse "(?<=(foo))bar\\1": syntax error at col 2: unexpected token near "?"
testinput1:3552  # PARSE_ERROR: Parse("(?<=(foo))bar\\1"): parse "(?<=(foo))bar\\1": syntax error at col 2: unexpected token near "?"
testinput1:3556  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3558  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3560  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3562  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3564  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3566  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3568  # PARSE_ERROR: Parse("(?i:saturday|sunday)"): parse "(?i:saturday|sunday)": syntax error at col 2: unexpected token near "?"
testinput1:3572  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3575  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3578  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3581  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3585  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3587  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3589  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3591  # PARSE_ERROR: Parse("(a(?i)bc|BB)x"): parse "(a(?i)bc|BB)x": syntax error at col 4: unexpected token near "?"
testinput1:3595  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3598  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3601  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3604  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3607  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3610  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3613  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3617  # PARSE_ERROR: Parse("^([ab](?i)[cd]|[ef])"): parse "^([ab](?i)[cd]|[ef])": syntax error at col 8: unexpected token near "?"
testinput1:3621  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3624  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3627  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3630  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3633  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3636  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3640  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3642  # PARSE_ERROR: Parse("^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)"): parse "^(ab|a(?i)[b-c](?m-i)d|x(?i)y|z)": syntax error at col 8: unexpected token near "?"
testinput1:3655  # PARSE_ERROR: Parse("(?<=(?<!foo)bar)baz"): parse "(?<=(?<!foo)bar)baz": syntax error at col 2: unexpected token near "?"
testinput1:3657  # PARSE_ERROR: Parse("(?<=(?<!foo)bar)baz"): parse "(?<=(?<!foo)bar)baz": syntax error at col 2: unexpected token near "?"
testinput1:3659  # PARSE_ERROR: Parse("(?<=(?<!foo)bar)baz"): parse "(?<=(?<!foo)bar)baz": syntax error at col 2: unexpected token near "?"
testinput1:3662  # PARSE_ERROR: Parse("(?<=(?<!foo)bar)baz"): parse "(?<=(?<!foo)bar)baz": syntax error at col 2: unexpected token near "?"
testinput1:3664  # PARSE_ERROR: Parse("(?<=(?<!foo)bar)baz"): parse "(?<=(?<!foo)bar)baz": syntax error at col 2: unexpected token near "?"
testinput1:3672  # MATCH_MISMATCH: got matched=false, want true
testinput1:3675  # MATCH_MISMATCH: got matched=false, want true
testinput1:3678  # MATCH_MISMATCH: got matched=false, want true
testinput1:3706  # MATCH_MISMATCH: got matched=false, want true
testinput1:3712  # MATCH_MISMATCH: got matched=false, want true
testinput1:3718  # MATCH_MISMATCH: got matched=false, want true
testinput1:3724  # MATCH_MISMATCH: got matched=false, want true
testinput1:3730  # MATCH_MISMATCH: got matched=false, want true
testinput1:3799  # MATCH_MISMATCH: got matched=false, want true
testinput1:3818  # MATCH_MISMATCH: got matched=false, want true
testinput1:3857  # MATCH_MISMATCH: got matched=false, want true
testinput1:3866  # MATCH_MISMATCH: got matched=false, want true
testinput1:3872  # MATCH_MISMATCH: got matched=false, want true
testinput1:3879  # MATCH_MISMATCH: got matched=false, want true
testinput1:3883  # MATCH_MISMATCH: got matched=false, want true
testinput1:3914  # PARSE_ERROR: Parse("a[-b]"): parse "a[-b]": syntax error at col 3: unexpected token near "-"
testinput1:3922  # PARSE_ERROR: Parse("a]"): parse "a]": syntax error at col 2: unexpected token near "]"
testinput1:3926  # PARSE_ERROR: Parse("a[]]b"): parse "a[]]b": syntax error at col 3: unexpected token near "]"
testinput1:3939  # PARSE_ERROR: Parse("a[^-b]c"): parse "a[^-b]c": syntax error at col 4: unexpected token near "-"
testinput1:3943  # PARSE_ERROR: Parse("a[^]b]c"): parse "a[^]b]c": syntax error at col 4: unexpected token near "]"
testinput1:3945  # PARSE_ERROR: Parse("a[^]b]c"): parse "a[^]b]c": syntax error at col 4: unexpected token near "]"
testinput1:3948  # PARSE_ERROR: Parse("a[^]b]c"): parse "a[^]b]c": syntax error at col 4: unexpected token near "]"
testinput1:3952  # MATCH_MISMATCH: got matched=false, want true
testinput1:3954  # MATCH_MISMATCH: got matched=false, want true
testinput1:3956  # MATCH_MISMATCH: got matched=false, want true
testinput1:3978  # MATCH_MISMATCH: got matched=false, want true
testinput1:3982  # MATCH_MISMATCH: got matched=false, want true
testinput1:3986  # MATCH_MISMATCH: got matched=false, want true
testinput1:3990  # MATCH_MISMATCH: got matched=false, want true
testinput1:3994  # MATCH_MISMATCH: got matched=false, want true
testinput1:4001  # MATCH_MISMATCH: got matched=false, want true
testinput1:4005  # MATCH_MISMATCH: got matched=false, want true
testinput1:4012  # MATCH_MISMATCH: got matched=false, want true
testinput1:4016  # MATCH_MISMATCH: got matched=false, want true
testinput1:4023  # MATCH_MISMATCH: got matched=false, want true
testinput1:4027  # MATCH_MISMATCH: got matched=false, want true
testinput1:4034  # MATCH_MISMATCH: got matched=false, want true
testinput1:4038  # MATCH_MISMATCH: got matched=false, want true
testinput1:4045  # MATCH_MISMATCH: got matched=false, want true
testinput1:4049  # MATCH_MISMATCH: got matched=false, want true
testinput1:4062  # PARSE_ERROR: Parse("()ef"): parse "()ef": syntax error at col 2: unexpected token near ")"
testinput1:4069  # PARSE_ERROR: Parse("a\\(b"): parse "a\\(b": syntax error at col 1: unexpected token near ""
testinput1:4073  # PARSE_ERROR: Parse("a\\(*b"): parse "a\\(*b": syntax error at col 4: unexpected token near "*"
testinput1:4075  # PARSE_ERROR: Parse("a\\(*b"): parse "a\\(*b": syntax error at col 4: unexpected token near "*"
testinput1:4079  # MATCH_MISMATCH: got matched=false, want true
testinput1:4103  # PARSE_ERROR: Parse("a.+?c"): parse "a.+?c": compile: unrecognized quantifier shape: q_1m,q_01
testinput1:4112  # SPAN_MISMATCH: matched "", want "ab"
testinput1:4122  # SPAN_MISMATCH: matched "a", want "ab"
testinput1:4190  # PARSE_ERROR: Parse("(abc|)ef"): parse "(abc|)ef": syntax error at col 6: unexpected token near ")"
testinput1:4256  # MATCH_MISMATCH: got matched=false, want true
testinput1:4291  # MATCH_MISMATCH: got matched=false, want true
testinput1:4335  # MATCH_MISMATCH: got matched=false, want true
testinput1:4352  # PARSE_ERROR: Parse("a[-]?c"): parse "a[-]?c": syntax error at col 3: unexpected token near "-]"
testinput1:4356  # MATCH_MISMATCH: got matched=false, want true
testinput1:4361  # MATCH_MISMATCH: got matched=false, want true
testinput1:4377  # PARSE_ERROR: Parse("(([a-c])b*?\\2)*"): parse "(([a-c])b*?\\2)*": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:4383  # PARSE_ERROR: Parse("(([a-c])b*?\\2){3}"): parse "(([a-c])b*?\\2){3}": compile: unrecognized quantifier shape: q_0m,q_01
testinput1:4389  # MATCH_MISMATCH: got matched=false, want true
testinput1:4396  # MATCH_MISMATCH: got matched=false, want true
testinput1:4495  # PARSE_ERROR: Parse("x??(x|b)"): parse "x??(x|b)": compile: unrecognized quantifier shape: q_01,q_01
testinput1:4515  # PARSE_ERROR: Parse("x{,2}?(x|b)"): parse "x{,2}?(x|b)": compile: unrecognized quantifier shape: q_max,q_01
testinput1:4535  # PARSE_ERROR: Parse("[^b]??([^b]|b)"): parse "[^b]??([^b]|b)": compile: unrecognized quantifier shape: q_01,q_01
testinput1:4555  # PARSE_ERROR: Parse("[^b]{,2}?([^b]|b)"): parse "[^b]{,2}?([^b]|b)": compile: unrecognized quantifier shape: q_max,q_01
testinput1:4998  # PARSE_ERROR: Parse("a(?!b)."): parse "a(?!b).": syntax error at col 3: unexpected token near "?"
testinput1:5002  # PARSE_ERROR: Parse("a(?=d)."): parse "a(?=d).": syntax error at col 3: unexpected token near "?"
testinput1:5006  # PARSE_ERROR: Parse("a(?=c|d)."): parse "a(?=c|d).": syntax error at col 3: unexpected token near "?"
testinput1:5010  # PARSE_ERROR: Parse("a(?:b|c|d)(.)"): parse "a(?:b|c|d)(.)": syntax error at col 3: unexpected token near "?"
testinput1:5015  # PARSE_ERROR: Parse("a(?:b|c|d)*(.)"): parse "a(?:b|c|d)*(.)": syntax error at col 3: unexpected token near "?"
testinput1:5020  # PARSE_ERROR: Parse("a(?:b|c|d)+?(.)"): parse "a(?:b|c|d)+?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5023  # PARSE_ERROR: Parse("a(?:b|c|d)+?(.)"): parse "a(?:b|c|d)+?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5028  # PARSE_ERROR: Parse("a(?:b|c|d)+(.)"): parse "a(?:b|c|d)+(.)": syntax error at col 3: unexpected token near "?"
testinput1:5033  # PARSE_ERROR: Parse("a(?:b|c|d){2}(.)"): parse "a(?:b|c|d){2}(.)": syntax error at col 3: unexpected token near "?"
testinput1:5038  # PARSE_ERROR: Parse("a(?:b|c|d){4,5}(.)"): parse "a(?:b|c|d){4,5}(.)": syntax error at col 3: unexpected token near "?"
testinput1:5043  # PARSE_ERROR: Parse("a(?:b|c|d){4,5}?(.)"): parse "a(?:b|c|d){4,5}?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5048  # PARSE_ERROR: Parse("a(?:b|c|d){6,7}(.)"): parse "a(?:b|c|d){6,7}(.)": syntax error at col 3: unexpected token near "?"
testinput1:5053  # PARSE_ERROR: Parse("a(?:b|c|d){6,7}?(.)"): parse "a(?:b|c|d){6,7}?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5058  # PARSE_ERROR: Parse("a(?:b|c|d){5,6}(.)"): parse "a(?:b|c|d){5,6}(.)": syntax error at col 3: unexpected token near "?"
testinput1:5063  # PARSE_ERROR: Parse("a(?:b|c|d){5,6}?(.)"): parse "a(?:b|c|d){5,6}?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5068  # PARSE_ERROR: Parse("a(?:b|c|d){5,7}(.)"): parse "a(?:b|c|d){5,7}(.)": syntax error at col 3: unexpected token near "?"
testinput1:5073  # PARSE_ERROR: Parse("a(?:b|c|d){5,7}?(.)"): parse "a(?:b|c|d){5,7}?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5078  # PARSE_ERROR: Parse("a(?:b|(c|e){1,2}?|d)+?(.)"): parse "a(?:b|(c|e){1,2}?|d)+?(.)": syntax error at col 3: unexpected token near "?"
testinput1:5084  # MATCH_MISMATCH: got matched=false, want true
testinput1:5089  # MATCH_MISMATCH: got matched=false, want true
testinput1:5094  # MATCH_MISMATCH: got matched=false, want true
testinput1:5098  # MATCH_MISMATCH: got matched=false, want true
testinput1:5110  # PARSE_ERROR: Parse("^(a(?(1)\\1)){4}$"): parse "^(a(?(1)\\1)){4}$": syntax error at col 5: unexpected token near "?"
testinput1:5114  # PARSE_ERROR: Parse("^(a(?(1)\\1)){4}$"): parse "^(a(?(1)\\1)){4}$": syntax error at col 5: unexpected token near "?"
testinput1:5116  # PARSE_ERROR: Parse("^(a(?(1)\\1)){4}$"): parse "^(a(?(1)\\1)){4}$": syntax error at col 5: unexpected token near "?"
testinput1:5120  # PARSE_ERROR: Parse("(?<=a)b"): parse "(?<=a)b": syntax error at col 2: unexpected token near "?"
testinput1:5123  # PARSE_ERROR: Parse("(?<=a)b"): parse "(?<=a)b": syntax error at col 2: unexpected token near "?"
testinput1:5125  # PARSE_ERROR: Parse("(?<=a)b"): parse "(?<=a)b": syntax error at col 2: unexpected token near "?"
testinput1:5129  # PARSE_ERROR: Parse("(?<!c)b"): parse "(?<!c)b": syntax error at col 2: unexpected token near "?"
testinput1:5131  # PARSE_ERROR: Parse("(?<!c)b"): parse "(?<!c)b": syntax error at col 2: unexpected token near "?"
testinput1:5133  # PARSE_ERROR: Parse("(?<!c)b"): parse "(?<!c)b": syntax error at col 2: unexpected token near "?"
testinput1:5137  # PARSE_ERROR: Parse("(?:..)*a"): parse "(?:..)*a": syntax error at col 2: unexpected token near "?"
testinput1:5141  # PARSE_ERROR: Parse("(?:..)*?a"): parse "(?:..)*?a": syntax error at col 2: unexpected token near "?"
testinput1:5145  # PARSE_ERROR: Parse("^(?:b|a(?=(.)))*\\1"): parse "^(?:b|a(?=(.)))*\\1": syntax error at col 3: unexpected token near "?"
testinput1:5150  # PARSE_ERROR: Parse("^(){3,5}"): parse "^(){3,5}": syntax error at col 3: unexpected token near ")"
testinput1:5155  # MATCH_MISMATCH: got matched=false, want true
testinput1:5160  # MATCH_MISMATCH: got matched=false, want true
testinput1:5166  # MATCH_MISMATCH: got matched=false, want true
testinput1:5180  # PARSE_ERROR: Parse("(?:(?i)a)b"): parse "(?:(?i)a)b": syntax error at col 2: unexpected token near "?"
testinput1:5184  # PARSE_ERROR: Parse("((?i)a)b"): parse "((?i)a)b": syntax error at col 3: unexpected token near "?"
testinput1:5189  # PARSE_ERROR: Parse("(?:(?i)a)b"): parse "(?:(?i)a)b": syntax error at col 2: unexpected token near "?"
testinput1:5193  # PARSE_ERROR: Parse("((?i)a)b"): parse "((?i)a)b": syntax error at col 3: unexpected token near "?"
testinput1:5199  # PARSE_ERROR: Parse("(?:(?i)a)b"): parse "(?:(?i)a)b": syntax error at col 2: unexpected token near "?"
testinput1:5201  # PARSE_ERROR: Parse("(?:(?i)a)b"): parse "(?:(?i)a)b": syntax error at col 2: unexpected token near "?"
testinput1:5207  # PARSE_ERROR: Parse("(?i:a)b"): parse "(?i:a)b": syntax error at col 2: unexpected token near "?"
testinput1:5211  # PARSE_ERROR: Parse("((?i:a))b"): parse "((?i:a))b": syntax error at col 3: unexpected token near "?"
testinput1:5216  # PARSE_ERROR: Parse("(?i:a)b"): parse "(?i:a)b": syntax error at col 2: unexpected token near "?"
testinput1:5220  # PARSE_ERROR: Parse("((?i:a))b"): parse "((?i:a))b": syntax error at col 3: unexpected token near "?"
testinput1:5226  # PARSE_ERROR: Parse("(?i:a)b"): parse "(?i:a)b": syntax error at col 2: unexpected token near "?"
testinput1:5228  # PARSE_ERROR: Parse("(?i:a)b"): parse "(?i:a)b": syntax error at col 2: unexpected token near "?"
testinput1:5318  # PARSE_ERROR: Parse("(?:c|d)(?:)(?:a(?:)(?:b)(?:b(?:))(?:b(?:)(?:b)))"): parse "(?:c|d)(?:)(?:a(?:)(?:b)(?:b(?:))(?:b(?:)(?:b)))": syntax error at col 2: unexpected token nea…
testinput1:5322  # PARSE_ERROR: Parse("(?:c|d)(?:)(?:aaaaaaaa(?:)(?:bbbbbbbb)(?:bbbbbbbb(?:))(?:bbbbbbbb(?:)(?:bbbbbbbb)))"): parse "(?:c|d)(?:)(?:aaaaaaaa(?:)(?:bbbbbbbb)(?:bbbbbbbb(?:))(?:bb…
testinput1:5334  # MATCH_MISMATCH: got matched=false, want true
testinput1:5338  # PARSE_ERROR: Parse("x(~~)*(?:(?:F)?)?"): parse "x(~~)*(?:(?:F)?)?": syntax error at col 8: unexpected token near "?"
testinput1:5343  # PARSE_ERROR: Parse("^a(?#xxx){3}c"): parse "^a(?#xxx){3}c": syntax error at col 4: unexpected token near "?"
testinput1:5352  # PARSE_ERROR: Parse("(?<![cd])b"): parse "(?<![cd])b": syntax error at col 2: unexpected token near "?"
testinput1:5354  # PARSE_ERROR: Parse("(?<![cd])b"): parse "(?<![cd])b": syntax error at col 2: unexpected token near "?"
